name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
new york city,2025-03-01,18,-1.3,7.9,18,-7.7,5.4,-4.9,41.3,0,0,0,,0,0,67.2,37,277.1,1002.1,56,16,158.3,13.6,7,,2025-03-01T06:29:29,2025-03-01T17:47:46,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-02,1.1,-6.5,-2.9,-3.6,-13.7,-9.1,-17.3,32.9,0,0,0,,0,0,54.6,29.1,313.3,1018.3,19,16,209,18.1,8,,2025-03-02T06:27:57,2025-03-02T17:48:54,0.09,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-03,3.7,-4.9,-0.8,0.8,-10.3,-4.5,-14.2,36.5,0,0,0,,0,0,38.9,17.3,279.6,1024,14.6,16,210.8,18.2,8,,2025-03-03T06:26:24,2025-03-03T17:50:02,0.13,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-04,11.2,0.6,6.1,11.2,-2.7,4.3,-3.8,49.4,0,0,0,,0,0,36.7,17.6,183.8,1021.3,57.7,16,133.9,11.6,7,,2025-03-04T06:24:50,2025-03-04T17:51:09,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-05,12.7,5.5,10.3,12.7,4,9.8,6,75.2,36.834,100,33.33,rain,0,0,56.5,26.1,158.3,1006.5,85.5,13.1,53.3,4.7,3,,2025-03-05T06:23:16,2025-03-05T17:52:16,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-06,12.1,2.3,9.2,12.1,-3.3,7.7,2.2,63.5,3.64,100,4.17,rain,0,0,75.2,33.5,277.9,992.5,95.9,14.4,106,9.1,5,,2025-03-06T06:21:41,2025-03-06T17:53:23,0.25,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-07,9.8,1.7,5.7,6.7,-4,1.3,-11.3,29.9,0,0,0,,0,0,67.8,34.2,284.8,1003.1,38.9,16,220.3,19.1,8,,2025-03-07T06:20:05,2025-03-07T17:54:30,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-08,7,3,5.4,4.4,-1.2,1.9,-10.7,31,0,0,0,,0,0,63,30.9,292.2,1005.2,42.2,16,202.7,17.5,8,,2025-03-08T06:18:29,2025-03-08T17:55:36,0.3,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-09,12,0.1,6,12,-3.4,3.8,-10.1,31.1,0,0,0,,0,0,53.6,25.8,266.9,1011.9,20.9,16,194.4,16,8,,2025-03-09T07:16:53,2025-03-09T18:56:42,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-10,18.7,7.7,12,18.7,5.3,11.2,-3.9,33.5,0,0,0,,0,0,50.2,18,223.3,1010.4,10.2,16,223.7,19.3,8,,2025-03-10T07:15:16,2025-03-10T18:57:48,0.37,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-11,17.3,7.3,12.5,17.3,7.1,12.4,-1.3,40,0,0,0,,0,0,36.9,21,167.3,1007.9,12.9,16,223.7,19.3,8,,2025-03-11T07:13:39,2025-03-11T18:58:54,0.41,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-12,12.3,6.3,9.5,12.3,2.7,8.2,-6,34.7,0,0,0,,0,0,44.6,25.9,26.8,1013.8,39.9,16,138.7,12.2,5,,2025-03-12T07:12:02,2025-03-12T18:59:59,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-13,9.1,4,6.3,6.5,0.6,3.6,-1.3,58.9,0,0,0,,0,0,57.2,24.3,70.2,1018.6,36.5,16,213.7,18.4,7,,2025-03-13T07:10:24,2025-03-13T19:01:05,0.48,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-14,12.5,5,7.7,12.5,1.4,6.1,0.6,61.6,0,0,0,,0,0,33.5,17.2,85.8,1020.5,68.6,15.5,197.5,17,7,,2025-03-14T07:08:46,2025-03-14T19:02:10,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-15,8.9,5.4,7.1,8.5,3,5.5,4.4,83.2,0,0,0,,0,0,31.7,15.1,139.6,1019.8,100,11.1,56.8,4.9,3,,2025-03-15T07:07:07,2025-03-15T19:03:14,0.55,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-16,16.4,8,12.3,16.4,7.1,12.1,9.7,84.7,0.252,100,8.33,rain,0,0,63.7,23.4,150.6,1014.1,85.4,8,84.5,7.2,3,,2025-03-16T07:05:28,2025-03-16T19:04:19,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-17,14.8,4.6,11.5,14.8,1.1,10.8,7.3,76.4,20.231,100,33.33,rain,0,0,51.8,30.1,325.2,1010,91.8,11,36.1,3.1,2,,2025-03-17T07:03:50,2025-03-17T19:05:23,0.61,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-18,16.3,1.9,8.3,16.3,-2.5,6.1,-6.7,38.4,0,0,0,,0,0,56.9,30.2,353.4,1017,14.3,16,247.8,21.4,8,,2025-03-18T07:02:11,2025-03-18T19:06:28,0.64,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-19,16.4,6.7,10.8,16.4,6,10.5,-3.2,40.9,0,0,0,,0,0,33.5,14.9,121.6,1017.6,17.9,16,229.5,19.8,8,,2025-03-19T07:00:31,2025-03-19T19:07:32,0.68,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-20,10.1,5.7,8.1,10.1,3.8,6.4,5.7,84.8,16.93,100,16.67,rain,0,0,35.3,16.6,125.3,1008.3,96.4,9.1,109.8,9.3,5,,2025-03-20T06:58:52,2025-03-20T19:08:36,0.71,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-21,10.3,3.7,7.7,10.3,-1.7,4.7,-5.3,45.2,11.306,100,12.5,rain,0,0,70,43.6,304.8,1004.2,43.6,15.1,256.1,22.2,9,,2025-03-21T06:57:13,2025-03-21T19:09:40,0.74,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-22,17.2,6.7,10.8,17.2,4,9.9,-5.1,33.3,0,0,0,,0,0,63.8,39.3,257.5,1007.6,43.5,16,199.9,17.2,8,,2025-03-22T06:55:33,2025-03-22T19:10:43,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-23,9,-0.4,4.3,8.4,-5.3,0.9,-9.6,37.3,0,0,0,,0,0,53.8,27.5,297.9,1018.7,21.2,16,247.2,21.3,8,,2025-03-23T06:53:54,2025-03-23T19:11:47,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-24,9.8,3.9,7,9.1,0.2,5.1,3.8,80.6,11.669,100,54.17,rain,0,0,40.6,19.9,165.1,1011.7,92.5,11.6,27.6,2.3,1,,2025-03-24T06:52:14,2025-03-24T19:12:50,0.84,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-25,14.3,8.6,11.3,14.3,6.4,10.6,-3.3,39.9,0,0,0,,0,0,55.9,31.7,260.2,1011.1,39.4,15.3,246.8,21.2,9,,2025-03-25T06:50:35,2025-03-25T19:13:54,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-26,12.5,4.3,7.6,12.5,0.8,5.1,-5.2,40.6,0,0,0,,0,0,55.4,28.8,308.7,1016.3,77.4,16,168.9,14.6,9,,2025-03-26T06:48:55,2025-03-26T19:14:57,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-27,11.2,1.4,6.1,11.2,-3.2,3.3,-10.1,34.1,0,0,0,,0,0,53.6,28.5,290.5,1022.5,14.9,16,263.6,23,9,,2025-03-27T06:47:16,2025-03-27T19:16:00,0.94,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-28,17,8,11.9,17,5.8,11.1,-3,36.5,0.482,100,8.33,rain,0,0,47.1,16,230.4,1020.7,73.3,16,147.2,12.7,8,,2025-03-28T06:45:37,2025-03-28T19:17:03,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-29,27.5,8.3,16.4,26.7,5.5,16,5.9,52.7,0.348,100,16.67,rain,0,0,58.8,28,271.7,1015.4,71.8,16,146,12.7,8,,2025-03-29T06:43:58,2025-03-29T19:18:06,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-30,8.8,5.8,7.2,6.4,3.1,4.9,3.9,79.4,0.676,100,8.33,rain,0,0,39.6,16.4,64.2,1019.9,96.8,13.3,60.1,5,2,,2025-03-30T06:42:19,2025-03-30T19:19:09,0.04,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-03-31,22.1,7.2,13.9,22.1,4.8,13.5,10.3,80.2,21.6,100,25,rain,0,0,53.6,16,104.2,1006.4,92.9,8.7,131.5,11.3,8,,2025-03-31T06:40:41,2025-03-31T19:20:12,0.08,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-01,15.2,5.4,9.6,15.2,1.3,8.1,-1.2,50.5,7.104,100,20.83,rain,0,0,55.2,32.9,317.7,1012.4,43.9,15.2,271.3,23.6,9,,2025-04-01T06:39:02,2025-04-01T19:21:15,0.11,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-02,8,2.9,5.7,5.5,-0.9,2.6,-5.7,45.4,0,0,0,,0,0,42.5,27.7,82.2,1030,44.7,16,207.3,17.9,9,,2025-04-02T06:37:24,2025-04-02T19:22:18,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,F1417,KNYC,72503014732"
new york city,2025-04-03,22.9,7.2,14.4,22.9,4.8,13.7,10.6,78.8,1.58,100,20.83,rain,0,0,50,15.7,189.7,1018.7,77.6,11.8,59,5,3,,2025-04-03T06:35:46,2025-04-03T19:23:21,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-04,22.9,14.6,18.9,22.9,14.6,18.9,6.5,47.7,2.272,100,8.33,rain,0,0,50,23.1,300.3,1019.9,61,15.7,142.3,12.2,8,,2025-04-04T06:34:09,2025-04-04T19:24:24,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,F1417,KNYC,72503014732"
new york city,2025-04-05,15.6,6.4,10.5,15.6,3,9.1,2.3,60.7,1.331,100,20.83,rain,0,0,49.8,23.1,87.2,1023.2,95.8,13.8,29.5,2.6,2,,2025-04-05T06:32:32,2025-04-05T19:25:27,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-06,13.4,6.4,9.6,13.4,3.4,8.9,4,71.9,18.517,100,25,rain,0,0,41,15.2,350.9,1010.6,98.7,12.8,68.9,5.9,3,,2025-04-06T06:30:55,2025-04-06T19:26:29,0.28,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-07,10.3,4.3,6.2,10.3,0.7,3.8,1.9,75.9,3.371,100,41.67,rain,0,0,36.7,22.3,39.2,1008.6,100,13.1,20.1,1.7,1,,2025-04-07T06:29:19,2025-04-07T19:27:32,0.32,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-08,7.4,3,5.5,5.8,-2.3,2,-5.4,50.1,0,0,0,,0,0,65.2,44,297.3,1006.7,58.6,15.3,273.1,23.6,10,,2025-04-08T06:27:43,2025-04-08T19:28:35,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-09,9.1,0.2,4.1,8.6,-5.1,0.8,-10.8,34.3,0,0,0,,0,0,52.8,23.8,282.1,1022.8,13.7,16,288.1,25,9,,2025-04-09T06:26:08,2025-04-09T19:29:38,0.38,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-10,9.5,5,6.8,7.3,2.6,4.9,-1.8,54.6,0.3,100,4.17,rain,0,0,43.9,27.3,133.5,1026.4,74.5,16,182.9,15.8,10,,2025-04-10T06:24:33,2025-04-10T19:30:41,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-11,7.9,5.8,6.5,4.9,2.1,3.6,2.1,74,5.512,100,50,rain,0,0,40.7,21.1,60.9,1020.8,100,14.4,56.8,4.9,3,,2025-04-11T06:22:59,2025-04-11T19:31:44,0.45,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-12,5.8,2.5,3.9,2.3,-2.2,-0.1,1.8,85.9,20.398,100,83.33,rain,0.5,0,48.2,27.7,25.3,1014.2,100,8.2,41.5,3.5,1,,2025-04-12T06:21:25,2025-04-12T19:32:46,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-13,13.9,3.9,9.3,13.9,0.2,7.9,1.6,60.5,0,0,0,,0,0,43.2,25.2,342.8,1012.1,82.1,15.7,145.1,12.4,5,,2025-04-13T06:19:52,2025-04-13T19:33:49,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-14,18.4,9.2,12.9,18.4,7.7,12.7,0.5,43.6,0,0,0,,0,0,24.5,20.2,268.2,1010.2,41.3,16,162.7,14,7,,2025-04-14T06:18:20,2025-04-14T19:34:52,0.56,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-15,20.9,10.1,14.2,20.9,10.1,14.2,4.7,56.6,1.471,100,8.33,rain,0,0,63.7,33,278.4,999.5,74.5,15.4,166.6,14.6,7,,2025-04-15T06:16:48,2025-04-15T19:35:55,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-16,10.3,7.5,8.9,10.3,3.8,6,-3.6,41.4,0,0,0,,0,0,62.9,37.4,288.2,1007.3,95.9,16,114,9.7,5,,2025-04-16T06:15:17,2025-04-16T19:36:58,0.62,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-17,17.4,6.3,11.3,17.4,2.9,9.9,-5.3,34.1,0,0,0,,0,0,51.7,24,296.4,1018.9,26.6,16,298.6,25.7,9,,2025-04-17T06:13:47,2025-04-17T19:38:01,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-18,19.7,8.5,14,19.7,7.5,14,-0.8,37.8,0,0,0,,0,0,60.8,20.2,169,1022,25.4,16,260,22.4,9,,2025-04-18T06:12:17,2025-04-18T19:39:04,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-19,29.2,12.7,21.5,28.2,12.7,21.3,10.2,50.6,0,0,0,,0,0,57.2,31.6,228.2,1014.7,39.5,16,196,16.9,9,,2025-04-19T06:10:49,2025-04-19T19:40:07,0.72,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-20,23.7,13.3,18.1,23.7,13.3,18.1,0.8,34.3,0,0,0,,0,0,60.4,33.5,326.2,1022.1,37.9,16,274.1,23.7,9,,2025-04-20T06:09:21,2025-04-20T19:41:10,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-21,13.8,10,11.9,13.8,9.2,11.9,-1,42.2,0,0,0,,0,0,35.3,22.3,117.2,1024.4,78.2,16,125.6,10.8,6,,2025-04-21T06:07:54,2025-04-21T19:42:13,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-22,27,11.7,18.9,26.3,11.7,18.8,7.4,54.2,0.067,100,4.17,rain,0,0,54.8,31.7,246.8,1014.5,58.5,15.3,251,21.8,9,,2025-04-22T06:06:28,2025-04-22T19:43:16,0.83,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-23,23.8,12.9,17.7,23.8,12.9,17.7,1.6,35.3,0,0,0,,0,0,33.5,22,16.4,1021.6,30.9,16,313.8,26.9,9,,2025-04-23T06:05:02,2025-04-23T19:44:18,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-24,23.3,13.2,19,23.3,13.2,19,4.1,38.7,0,0,0,,0,0,49.1,23,149.5,1024.1,18.2,15.6,289.6,25.1,9,,2025-04-24T06:03:38,2025-04-24T19:45:21,0.89,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-25,24.3,15.9,19.7,24.3,15.9,19.7,7.5,46.3,0,0,0,,0,0,46.4,23.4,186.3,1021.7,33.8,16,242.5,21.1,9,,2025-04-25T06:02:15,2025-04-25T19:46:24,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-26,22.3,14.7,18.4,22.3,14.7,18.4,14.3,78,18.399,100,33.33,rain,0,0,90.7,31.8,225.6,1010.1,90.9,13.6,81.2,7,3,,2025-04-26T06:00:53,2025-04-26T19:47:27,0.96,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-27,14.9,9.2,12.5,14.9,6.1,12.2,0.4,43.7,0,0,0,,0,0,73.3,43.7,302.6,1014.5,59.7,16,254.8,22.1,10,,2025-04-27T05:59:31,2025-04-27T19:48:30,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-28,24,11.1,17.5,24,11.1,17.5,-1.7,28.3,0,0,0,,0,0,46.4,21,281.2,1024.2,8.7,16,316.8,27.2,10,,2025-04-28T05:58:11,2025-04-28T19:49:32,0.03,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-29,24.9,13.4,19.6,24.9,13.4,19.6,4.6,38.1,0,0,0,,0,0,59.2,25.9,207.1,1018.9,25.6,16,288.4,24.8,10,,2025-04-29T05:56:52,2025-04-29T19:50:35,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-04-30,23.1,17.6,20.9,23.1,17.6,20.9,3.6,35.9,0,0,0,,0,0,57.2,28.5,298.8,1014.5,35.2,16,310.8,26.7,10,,2025-04-30T05:55:34,2025-04-30T19:51:37,0.1,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2025-05-01,20.6,11.2,16,20.6,11.2,16,0.5,36,0,0,0,,0,0,38.9,18.9,88.5,1019.6,46,16,301.3,26,10,,2025-05-01T05:54:18,2025-05-01T19:52:39,0.13,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
